,final,TF_UNIGRAM,IDF_UNIGRAM,TFIDF_UNIGRAM
762,kalo nawar gin gimana wajar ngga btw https tco lkar,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[5.200704578213011, 3.749871695955549, 4.245193133185574, 2.2992829841302607, 3.2547944291576973, 4.730700948967275, 2.2992829841302607, 5.6061696863211745]","[0.6500880722766263, 0.4687339619944436, 0.5306491416481968, 0.2874103730162826, 0.40684930364471217, 0.5913376186209094, 0.2874103730162826, 0.7007712107901468]"
763,udah akun followers ku udah,"[0.2, 0.2, 0.2, 0.4]","[4.96431580014878, 7.215607598755275, 4.96431580014878, 3.5780214390288894]","[0.992863160029756, 1.4431215197510552, 0.992863160029756, 1.4312085756115558]"
764,good night,[1.0],[5.962844630259907],[5.962844630259907]
765,ga kenal nanya gue lha ngechat gue https tco hpcsbd,"[0.125, 0.25, 0.125, 0.125, 0.125, 0.125, 0.125]","[2.7326050467413916, 4.38239425469906, 2.2992829841302607, 5.962844630259907, 5.269697449699962, 6.29931686688112, 2.2992829841302607]","[0.34157563084267395, 1.095598563674765, 0.2874103730162826, 0.7453555787824884, 0.6587121812124952, 0.78741460836014, 0.2874103730162826]"
766,tugas kelompok hapus anggota kelompok beban banget taiii,"[0.2, 0.2, 0.4, 0.2]","[3.81441021709312, 5.829313237635384, 6.52246041819533, 5.13616605707544]","[0.7628820434186241, 1.1658626475270768, 2.608984167278132, 1.027233211415088]"
767,mager bgt,[1.0],[3.7978809151419095],[3.7978809151419095]
768,enak gmn klo ganti apk tu kesan rugi bgt aku gapernah makek https tco,"[0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333]","[6.116995310087166, 6.52246041819533, 3.7978809151419095, 6.116995310087166, 5.829313237635384, 6.52246041819533, 5.51085950651685, 2.2992829841302607, 7.215607598755275, 5.018383021419056, 2.2992829841302607, 5.711530201979001]","[0.5097496091739304, 0.5435383681829441, 0.3164900762618258, 0.5097496091739304, 0.485776103136282, 0.5435383681829441, 0.45923829220973744, 0.1916069153441884, 0.6013006332296063, 0.41819858511825464, 0.1916069153441884, 0.47596085016491674]"
769,ga jebak gaul yg suka bikin lo ngerasa si salah dr orang gimana,"[0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091]","[4.817712325956904, 6.29931686688112, 2.7326050467413916, 3.749871695955549, 6.116995310087166, 5.269697449699962, 6.52246041819533, 4.96431580014878, 4.612917913310891, 4.2978368666709965, 2.8525089739669127]","[0.437973847814264, 0.5726651697164654, 0.2484186406128538, 0.3408974269050499, 0.5560904827351969, 0.47906340451817836, 0.5929509471086664, 0.45130143637716186, 0.41935617393735375, 0.39071244242463604, 0.2593189976333557]"
770,leaked baru samsung series belakang polos banget https tco isr,"[0.25, 0.25, 0.25, 0.25]","[3.81441021709312, 6.810142490647111, 2.2992829841302607, 2.2992829841302607]","[0.95360255427328, 1.7025356226617778, 0.5748207460325652, 0.5748207460325652]"
771,guysss sender tolong bantu like komen postingan ig tugas sender gak banget nih,"[0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.08333333333333333, 0.08333333333333333]","[3.81441021709312, 4.864232341591798, 3.689247074139114, 6.116995310087166, 4.507557397653065, 6.116995310087166, 5.51085950651685, 5.962844630259907, 3.4428466606606367, 4.412247217848741, 5.13616605707544]","[0.3178675180910933, 0.4053526951326498, 0.30743725617825945, 0.5097496091739304, 0.3756297831377554, 0.5097496091739304, 0.45923829220973744, 0.49690371918832554, 0.5738077767767727, 0.3676872681540617, 0.42801383808961996]"
772,tim yg dik https tco miyjyf,"[0.2, 0.2, 0.2, 0.2, 0.2]","[6.810142490647111, 2.2992829841302607, 2.2992829841302607, 6.52246041819533, 2.8525089739669127]","[1.3620284981294224, 0.4598565968260522, 0.4598565968260522, 1.304492083639066, 0.5705017947933826]"
773,darlin your love language is blocked me right,"[0.25, 0.25, 0.25, 0.25]","[6.29931686688112, 5.343805421853684, 5.075541435259004, 5.269697449699962]","[1.57482921672028, 1.335951355463421, 1.268885358814751, 1.3174243624249904]"
774,yaa bingung https tco yygmfxf,"[0.25, 0.25, 0.25, 0.25]","[4.730700948967275, 2.2992829841302607, 2.2992829841302607, 4.245193133185574]","[1.1826752372418188, 0.5748207460325652, 0.5748207460325652, 1.0612982832963935]"
775,icad temen sender bkin status ginian kenal kah sender kaya goa https tco tho,"[0.125, 0.125, 0.125, 0.125, 0.25, 0.125, 0.125]","[2.2992829841302607, 5.6061696863211745, 4.817712325956904, 5.962844630259907, 3.4428466606606367, 2.2992829841302607, 4.1475546636216585]","[0.2874103730162826, 0.7007712107901468, 0.602214040744613, 0.7453555787824884, 0.8607116651651592, 0.2874103730162826, 0.5184443329527073]"
776,main cowok org ga ngasih tau klo udh pacar cerita cewek dikasiani ngomong gin gatega sedih bgt hilang arah kudu gimana titip https tco,"[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[3.7978809151419095, 5.6061696863211745, 5.829313237635384, 5.6061696863211745, 2.7326050467413916, 3.749871695955549, 4.245193133185574, 5.962844630259907, 2.2992829841302607, 5.018383021419056, 5.075541435259004, 5.711530201979001, 5.4238481295272205, 5.711530201979001, 4.412247217848741, 5.075541435259004, 4.1475546636216585, 2.2992829841302607, 4.773260563386071, 5.018383021419056]","[0.18989404575709548, 0.28030848431605876, 0.2914656618817692, 0.28030848431605876, 0.13663025233706957, 0.18749358479777745, 0.2122596566592787, 0.29814223151299535, 0.11496414920651304, 0.2509191510709528, 0.2537770717629502, 0.2855765100989501, 0.27119240647636106, 0.2855765100989501, 0.22061236089243705, 0.2537770717629502, 0.20737773318108293, 0.11496414920651304, 0.23866302816930354, 0.2509191510709528]"
777,ngetik send chat temenku online pas kirim centang last seennya temenku hapus chat on gak dichat,"[0.16666666666666666, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666]","[5.51085950651685, 3.689247074139114, 5.829313237635384, 6.29931686688112, 6.52246041819533, 6.810142490647111, 5.6061696863211745, 6.810142490647111, 4.1710851610318525, 6.29931686688112]","[0.9184765844194749, 0.30743725617825945, 0.485776103136282, 0.5249430722400933, 0.5435383681829441, 0.5675118742205926, 0.4671808071934312, 0.5675118742205926, 0.34759043008598767, 1.0498861444801866]"
778,cerita,[1.0],[5.6061696863211745],[5.6061696863211745]
779,curiga kalo malem telpon yg telpon aja mastiin,"[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285]","[3.883403088580071, 6.810142490647111, 3.2547944291576973, 5.51085950651685, 6.810142490647111, 2.8525089739669127]","[0.554771869797153, 0.972877498663873, 0.4649706327368139, 0.7872656437881214, 1.945754997327746, 0.40750128199527325]"
780,udah ga basic skin care basic skin care kalo exfo aman ga tunggu minggu bulan exfo makasih,"[0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]","[5.51085950651685, 5.4238481295272205, 2.7326050467413916, 3.2547944291576973, 4.689878954447019, 5.962844630259907, 6.52246041819533, 3.5780214390288894]","[0.6123177229463166, 0.6026497921696912, 0.6072455659425314, 0.36164382546196633, 0.5210976616052243, 0.6625382922511007, 0.7247178242439255, 0.39755793766987657]"
781,anak kos boros hemat at the same time hikss dilema y n https tco ppox,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[4.650658241293739, 6.116995310087166, 6.52246041819533, 2.2992829841302607, 6.116995310087166, 2.2992829841302607, 5.51085950651685, 6.810142490647111]","[0.5813322801617173, 0.7646244137608957, 0.8153075522744162, 0.2874103730162826, 0.7646244137608957, 0.2874103730162826, 0.6888574383146062, 0.8512678113308889]"
782,besok nonton tv pake sinyal analog udah beli stb,"[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[4.689878954447019, 5.4238481295272205, 5.711530201979001, 3.9769291465908947, 7.215607598755275, 7.215607598755275, 3.5780214390288894]","[0.6699827077781456, 0.7748354470753172, 0.8159328859970001, 0.5681327352272706, 1.0308010855364678, 1.0308010855364678, 0.5111459198612699]"
783,guys wajar gas cewe non muslim pake jilbab sekolah gara rambut diwarnain no salty,"[0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091]","[5.51085950651685, 6.810142490647111, 6.52246041819533, 3.303584593327129, 6.29931686688112, 5.711530201979001, 3.9769291465908947, 6.810142490647111, 5.711530201979001, 5.200704578213011, 5.6061696863211745]","[0.5009872278651681, 0.6191038627861011, 0.5929509471086664, 0.3003258721206481, 0.5726651697164654, 0.5192300183617274, 0.361539013326445, 0.6191038627861011, 0.5192300183617274, 0.4727913252920919, 0.5096517896655613]"
784,hi just broke up hehe,"[0.25, 0.25, 0.25, 0.25]","[5.962844630259907, 5.962844630259907, 6.810142490647111, 5.343805421853684]","[1.4907111575649767, 1.4907111575649767, 1.7025356226617778, 1.335951355463421]"
785,sender pms parah telat tp tipe people pleaser badmood teken dalem mnta semangat ga cape bgt ken nang mulu sek cr https tco hphlyk,"[0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555]","[7.215607598755275, 3.7978809151419095, 5.51085950651685, 6.29931686688112, 2.7326050467413916, 2.2992829841302607, 4.353406717825807, 7.215607598755275, 5.4238481295272205, 5.51085950651685, 6.810142490647111, 6.29931686688112, 6.116995310087166, 3.4428466606606367, 2.2992829841302607, 7.215607598755275, 6.810142490647111, 4.1475546636216585]","[0.4008670888197375, 0.21099338417455052, 0.3061588614731583, 0.3499620481600622, 0.15181139148563286, 0.12773794356279225, 0.2418559287681004, 0.4008670888197375, 0.3013248960848456, 0.3061588614731583, 0.37834124948039505, 0.3499620481600622, 0.3398330727826203, 0.1912692589255909, 0.12773794356279225, 0.4008670888197375, 0.37834124948039505, 0.23041970353453656]"
786,guys sayap ayam tebrang ga jedot galon nang ga,"[0.2, 0.4, 0.2, 0.2]","[6.116995310087166, 2.7326050467413916, 3.303584593327129, 5.51085950651685]","[1.2233990620174333, 1.0930420186965566, 0.6607169186654258, 1.10217190130337]"
787,aplikasi website aman ngecek unfollow instagram thanks,"[0.25, 0.25, 0.25, 0.25]","[5.51085950651685, 6.116995310087166, 5.6061696863211745, 6.810142490647111]","[1.3777148766292124, 1.5292488275217915, 1.4015424215802936, 1.7025356226617778]"
788,tw mentioning mental illness sender cape bgt udah tahun obat sampe nemuin obat bener pas minum jangka ato ga ngurangin dosis coba efek macem cemas kalo alam cont,"[0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.1111111111111111, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555]","[5.4238481295272205, 3.7978809151419095, 5.51085950651685, 4.91302250576123, 4.2978368666709965, 6.810142490647111, 2.7326050467413916, 3.2547944291576973, 5.51085950651685, 7.215607598755275, 6.29931686688112, 4.1710851610318525, 4.650658241293739, 3.4428466606606367, 4.91302250576123, 5.962844630259907, 3.5780214390288894]","[0.3013248960848456, 0.21099338417455052, 0.3061588614731583, 0.27294569476451275, 0.23876871481505535, 0.37834124948039505, 0.15181139148563286, 0.18082191273098316, 0.3061588614731583, 0.4008670888197375, 0.6999240963201244, 0.23172695339065846, 0.25836990229409657, 0.1912692589255909, 0.27294569476451275, 0.33126914612555036, 0.19877896883493829]"
789,kalo telpon wa baca ringing ngga panggil kecuali kalo calling,"[0.125, 0.25, 0.125, 0.125, 0.125, 0.125, 0.125]","[5.6061696863211745, 3.2547944291576973, 7.215607598755275, 4.730700948967275, 6.29931686688112, 6.810142490647111, 5.711530201979001]","[0.7007712107901468, 0.8136986072894243, 0.9019509498444094, 0.5913376186209094, 0.78741460836014, 0.8512678113308889, 0.7139412752473752]"
790,gimana udah minum obat sampe cocok kah obat,"[0.125, 0.125, 0.125, 0.125, 0.25, 0.125, 0.125]","[5.711530201979001, 3.749871695955549, 5.6061696863211745, 5.51085950651685, 6.29931686688112, 4.650658241293739, 3.5780214390288894]","[0.7139412752473752, 0.4687339619944436, 0.7007712107901468, 0.6888574383146062, 1.57482921672028, 0.5813322801617173, 0.44725267987861117]"
791,kaya cerita haha https tco,"[0.2, 0.2, 0.2, 0.2, 0.2]","[5.6061696863211745, 6.810142490647111, 2.2992829841302607, 4.817712325956904, 2.2992829841302607]","[1.121233937264235, 1.3620284981294224, 0.4598565968260522, 0.9635424651913809, 0.4598565968260522]"
792,nanya kalo biaya cek sehat rs tuh brp ken nyoba periksa bikin surat sehat rs screening gejala aritmia ken coba cek takut mahal,"[0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.10526315789473684, 0.05263157894736842, 0.05263157894736842, 0.10526315789473684, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.10526315789473684, 0.10526315789473684, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842]","[6.52246041819533, 4.817712325956904, 6.52246041819533, 7.215607598755275, 4.91302250576123, 3.2547944291576973, 4.353406717825807, 6.116995310087166, 5.269697449699962, 5.962844630259907, 7.215607598755275, 6.29931686688112, 7.215607598755275, 4.474767574830074, 4.541458949328746]","[0.3432873904313331, 0.2535638066293107, 0.3432873904313331, 0.7595376419742395, 0.25858013188217, 0.17130496995566827, 0.458253338718506, 0.32194712158353506, 0.27735249735262957, 0.31383392790841613, 0.7595376419742395, 0.6630859859874862, 0.3797688209871197, 0.23551408288579337, 0.23902415522782872]"
793,fess saran wo ngecilin paha sender beli celana jeans online ngepas paha harga lumayan tia,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.1, 0.1, 0.1]","[4.689878954447019, 6.810142490647111, 5.962844630259907, 6.52246041819533, 6.810142490647111, 6.810142490647111, 4.03755376840733, 3.4428466606606367, 5.200704578213011]","[0.468987895444702, 0.6810142490647112, 0.5962844630259907, 0.652246041819533, 0.6810142490647112, 1.3620284981294224, 0.403755376840733, 0.34428466606606367, 0.5200704578213011]"
794,oktober tahun,"[0.5, 0.5]","[6.29931686688112, 4.91302250576123]","[3.14965843344056, 2.456511252880615]"
795,so your october,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[6.52246041819533, 6.29931686688112, 5.269697449699962]","[2.1741534727317764, 2.099772288960373, 1.7565658165666538]"
796,ortuku toxic gin sihh yg satu selingkuh yg satu chat mulu sm suami orang nang liat tp gabisa apa mnaa skripsi pgn minggat kalo dah kerja,"[0.045454545454545456, 0.045454545454545456, 0.045454545454545456, 0.045454545454545456, 0.045454545454545456, 0.045454545454545456, 0.045454545454545456, 0.045454545454545456, 0.045454545454545456, 0.045454545454545456, 0.045454545454545456, 0.045454545454545456, 0.09090909090909091, 0.045454545454545456, 0.045454545454545456, 0.045454545454545456, 0.045454545454545456, 0.045454545454545456, 0.045454545454545456, 0.09090909090909091]","[6.29931686688112, 5.51085950651685, 5.51085950651685, 5.343805421853684, 4.245193133185574, 3.2547944291576973, 6.810142490647111, 4.612917913310891, 5.4238481295272205, 5.51085950651685, 6.52246041819533, 6.116995310087166, 7.215607598755275, 6.116995310087166, 6.810142490647111, 6.52246041819533, 5.200704578213011, 6.810142490647111, 4.1475546636216585, 2.8525089739669127]","[0.2863325848582327, 0.25049361393258407, 0.25049361393258407, 0.24290024644789474, 0.19296332423570792, 0.14794520132534988, 0.30955193139305054, 0.20967808696867687, 0.2465385513421464, 0.25049361393258407, 0.2964754735543332, 0.27804524136759845, 0.6559643271595704, 0.27804524136759845, 0.30955193139305054, 0.2964754735543332, 0.23639566264604595, 0.30955193139305054, 0.18852521198280267, 0.2593189976333557]"
